ruta,clase,etiqueta,hablante,particion
c:\Users\HP\Desktop\UNI\7moo SEMESTRE\SIS420 INTELIGENCIA ARTIFICIAL\SIS420 INTELIGENCIA ARTIFICIAL\EXAMEN_AUDIO\DataSet\up\45692b02_nohash_1.wav,up,2,45692b02,validacion
c:\Users\HP\Desktop\UNI\7moo SEMESTRE\SIS420 INTELIGENCIA ARTIFICIAL\SIS420 INTELIGENCIA ARTIFICIAL\EXAMEN_AUDIO\DataSet\up\b6ebe225_nohash_0.wav,up,2,b6ebe225,validacion
c:\Users\HP\Desktop\UNI\7moo SEMESTRE\SIS420 INTELIGENCIA ARTIFICIAL\SIS420 INTELIGENCIA ARTIFICIAL\EXAMEN_AUDIO\DataSet\up\d3831f6a_nohash_2.wav,up,2,d3831f6a,validacion
c:\Users\HP\Desktop\UNI\7moo SEMESTRE\SIS420 INTELIGENCIA ARTIFICIAL\SIS420 INTELIGENCIA ARTIFICIAL\EXAMEN_AUDIO\DataSet\up\1e02ffc5_nohash_3.wav,up,2,1e02ffc5,validacion
c:\Users\HP\Desktop\UNI\7moo SEMESTRE\SIS420 INTELIGENCIA ARTIFICIAL\SIS420 INTELIGENCIA ARTIFICIAL\EXAMEN_AUDIO\DataSet\up\8dc18a75_nohash_3.wav,up,2,8dc18a75,validacion
c:\Users\HP\Desktop\UNI\7moo SEMESTRE\SIS420 INTELIGENCIA ARTIFICIAL\SIS420 INTELIGENCIA ARTIFICIAL\EXAMEN_AUDIO\DataSet\up\31f01a8d_nohash_2.wav,up,2,31f01a8d,validacion
c:\Users\HP\Desktop\UNI\7moo SEMESTRE\SIS420 INTELIGENCIA ARTIFICIAL\SIS420 INTELIGENCIA ARTIFICIAL\EXAMEN_AUDIO\DataSet\up\471a0925_nohash_2.wav,up,2,471a0925,validacion
c:\Users\HP\Desktop\UNI\7moo SEMESTRE\SIS420 INTELIGENCIA ARTIFICIAL\SIS420 INTELIGENCIA ARTIFICIAL\EXAMEN_AUDIO\DataSet\up\7c1d8533_nohash_1.wav,up,2,7c1d8533,validacion
c:\Users\HP\Desktop\UNI\7moo SEMESTRE\SIS420 INTELIGENCIA ARTIFICIAL\SIS420 INTELIGENCIA ARTIFICIAL\EXAMEN_AUDIO\DataSet\up\171edea9_nohash_3.wav,up,2,171edea9,validacion
c:\Users\HP\Desktop\UNI\7moo SEMESTRE\SIS420 INTELIGENCIA ARTIFICIAL\SIS420 INTELIGENCIA ARTIFICIAL\EXAMEN_AUDIO\DataSet\up\2ce7534c_nohash_3.wav,up,2,2ce7534c,validacion
c:\Users\HP\Desktop\UNI\7moo SEMESTRE\SIS420 INTELIGENCIA ARTIFICIAL\SIS420 INTELIGENCIA ARTIFICIAL\EXAMEN_AUDIO\DataSet\up\fa52ddf6_nohash_1.wav,up,2,fa52ddf6,validacion
c:\Users\HP\Desktop\UNI\7moo SEMESTRE\SIS420 INTELIGENCIA ARTIFICIAL\SIS420 INTELIGENCIA ARTIFICIAL\EXAMEN_AUDIO\DataSet\up\32ad5b65_nohash_1.wav,up,2,32ad5b65,validacion
c:\Users\HP\Desktop\UNI\7moo SEMESTRE\SIS420 INTELIGENCIA ARTIFICIAL\SIS420 INTELIGENCIA ARTIFICIAL\EXAMEN_AUDIO\DataSet\up\3c4aa5ef_nohash_4.wav,up,2,3c4aa5ef,validacion
c:\Users\HP\Desktop\UNI\7moo SEMESTRE\SIS420 INTELIGENCIA ARTIFICIAL\SIS420 INTELIGENCIA ARTIFICIAL\EXAMEN_AUDIO\DataSet\up\7fd25f7c_nohash_0.wav,up,2,7fd25f7c,validacion
c:\Users\HP\Desktop\UNI\7moo SEMESTRE\SIS420 INTELIGENCIA ARTIFICIAL\SIS420 INTELIGENCIA ARTIFICIAL\EXAMEN_AUDIO\DataSet\up\7ca023e2_nohash_0.wav,up,2,7ca023e2,validacion
c:\Users\HP\Desktop\UNI\7moo SEMESTRE\SIS420 INTELIGENCIA ARTIFICIAL\SIS420 INTELIGENCIA ARTIFICIAL\EXAMEN_AUDIO\DataSet\up\8b775397_nohash_1.wav,up,2,8b775397,validacion
c:\Users\HP\Desktop\UNI\7moo SEMESTRE\SIS420 INTELIGENCIA ARTIFICIAL\SIS420 INTELIGENCIA ARTIFICIAL\EXAMEN_AUDIO\DataSet\up\ef77b778_nohash_2.wav,up,2,ef77b778,validacion
c:\Users\HP\Desktop\UNI\7moo SEMESTRE\SIS420 INTELIGENCIA ARTIFICIAL\SIS420 INTELIGENCIA ARTIFICIAL\EXAMEN_AUDIO\DataSet\up\ad63d93c_nohash_0.wav,up,2,ad63d93c,validacion
c:\Users\HP\Desktop\UNI\7moo SEMESTRE\SIS420 INTELIGENCIA ARTIFICIAL\SIS420 INTELIGENCIA ARTIFICIAL\EXAMEN_AUDIO\DataSet\up\32ad5b65_nohash_3.wav,up,2,32ad5b65,validacion
c:\Users\HP\Desktop\UNI\7moo SEMESTRE\SIS420 INTELIGENCIA ARTIFICIAL\SIS420 INTELIGENCIA ARTIFICIAL\EXAMEN_AUDIO\DataSet\up\3c4aa5ef_nohash_0.wav,up,2,3c4aa5ef,validacion
c:\Users\HP\Desktop\UNI\7moo SEMESTRE\SIS420 INTELIGENCIA ARTIFICIAL\SIS420 INTELIGENCIA ARTIFICIAL\EXAMEN_AUDIO\DataSet\up\0d82fd99_nohash_2.wav,up,2,0d82fd99,validacion
c:\Users\HP\Desktop\UNI\7moo SEMESTRE\SIS420 INTELIGENCIA ARTIFICIAL\SIS420 INTELIGENCIA ARTIFICIAL\EXAMEN_AUDIO\DataSet\up\30276d03_nohash_1.wav,up,2,30276d03,validacion
c:\Users\HP\Desktop\UNI\7moo SEMESTRE\SIS420 INTELIGENCIA ARTIFICIAL\SIS420 INTELIGENCIA ARTIFICIAL\EXAMEN_AUDIO\DataSet\up\d3831f6a_nohash_4.wav,up,2,d3831f6a,validacion
c:\Users\HP\Desktop\UNI\7moo SEMESTRE\SIS420 INTELIGENCIA ARTIFICIAL\SIS420 INTELIGENCIA ARTIFICIAL\EXAMEN_AUDIO\DataSet\up\099d52ad_nohash_0.wav,up,2,099d52ad,validacion
c:\Users\HP\Desktop\UNI\7moo SEMESTRE\SIS420 INTELIGENCIA ARTIFICIAL\SIS420 INTELIGENCIA ARTIFICIAL\EXAMEN_AUDIO\DataSet\up\45692b02_nohash_2.wav,up,2,45692b02,validacion
c:\Users\HP\Desktop\UNI\7moo SEMESTRE\SIS420 INTELIGENCIA ARTIFICIAL\SIS420 INTELIGENCIA ARTIFICIAL\EXAMEN_AUDIO\DataSet\up\8dc18a75_nohash_2.wav,up,2,8dc18a75,validacion
c:\Users\HP\Desktop\UNI\7moo SEMESTRE\SIS420 INTELIGENCIA ARTIFICIAL\SIS420 INTELIGENCIA ARTIFICIAL\EXAMEN_AUDIO\DataSet\up\e71a9381_nohash_2.wav,up,2,e71a9381,validacion
c:\Users\HP\Desktop\UNI\7moo SEMESTRE\SIS420 INTELIGENCIA ARTIFICIAL\SIS420 INTELIGENCIA ARTIFICIAL\EXAMEN_AUDIO\DataSet\up\e71a9381_nohash_4.wav,up,2,e71a9381,validacion
c:\Users\HP\Desktop\UNI\7moo SEMESTRE\SIS420 INTELIGENCIA ARTIFICIAL\SIS420 INTELIGENCIA ARTIFICIAL\EXAMEN_AUDIO\DataSet\up\54d9ccb5_nohash_0.wav,up,2,54d9ccb5,validacion
c:\Users\HP\Desktop\UNI\7moo SEMESTRE\SIS420 INTELIGENCIA ARTIFICIAL\SIS420 INTELIGENCIA ARTIFICIAL\EXAMEN_AUDIO\DataSet\up\62641b88_nohash_0.wav,up,2,62641b88,validacion
c:\Users\HP\Desktop\UNI\7moo SEMESTRE\SIS420 INTELIGENCIA ARTIFICIAL\SIS420 INTELIGENCIA ARTIFICIAL\EXAMEN_AUDIO\DataSet\up\439c84f4_nohash_0.wav,up,2,439c84f4,validacion
c:\Users\HP\Desktop\UNI\7moo SEMESTRE\SIS420 INTELIGENCIA ARTIFICIAL\SIS420 INTELIGENCIA ARTIFICIAL\EXAMEN_AUDIO\DataSet\up\c6ee87a7_nohash_3.wav,up,2,c6ee87a7,validacion
c:\Users\HP\Desktop\UNI\7moo SEMESTRE\SIS420 INTELIGENCIA ARTIFICIAL\SIS420 INTELIGENCIA ARTIFICIAL\EXAMEN_AUDIO\DataSet\up\2ce7534c_nohash_0.wav,up,2,2ce7534c,validacion
c:\Users\HP\Desktop\UNI\7moo SEMESTRE\SIS420 INTELIGENCIA ARTIFICIAL\SIS420 INTELIGENCIA ARTIFICIAL\EXAMEN_AUDIO\DataSet\up\ff2b842e_nohash_1.wav,up,2,ff2b842e,validacion
c:\Users\HP\Desktop\UNI\7moo SEMESTRE\SIS420 INTELIGENCIA ARTIFICIAL\SIS420 INTELIGENCIA ARTIFICIAL\EXAMEN_AUDIO\DataSet\up\bdee441c_nohash_2.wav,up,2,bdee441c,validacion
c:\Users\HP\Desktop\UNI\7moo SEMESTRE\SIS420 INTELIGENCIA ARTIFICIAL\SIS420 INTELIGENCIA ARTIFICIAL\EXAMEN_AUDIO\DataSet\up\bfbd0e6b_nohash_0.wav,up,2,bfbd0e6b,validacion
c:\Users\HP\Desktop\UNI\7moo SEMESTRE\SIS420 INTELIGENCIA ARTIFICIAL\SIS420 INTELIGENCIA ARTIFICIAL\EXAMEN_AUDIO\DataSet\up\9db2bfe9_nohash_0.wav,up,2,9db2bfe9,validacion
c:\Users\HP\Desktop\UNI\7moo SEMESTRE\SIS420 INTELIGENCIA ARTIFICIAL\SIS420 INTELIGENCIA ARTIFICIAL\EXAMEN_AUDIO\DataSet\up\e8c3c5ca_nohash_1.wav,up,2,e8c3c5ca,validacion
c:\Users\HP\Desktop\UNI\7moo SEMESTRE\SIS420 INTELIGENCIA ARTIFICIAL\SIS420 INTELIGENCIA ARTIFICIAL\EXAMEN_AUDIO\DataSet\up\0e17f595_nohash_0.wav,up,2,0e17f595,validacion
c:\Users\HP\Desktop\UNI\7moo SEMESTRE\SIS420 INTELIGENCIA ARTIFICIAL\SIS420 INTELIGENCIA ARTIFICIAL\EXAMEN_AUDIO\DataSet\up\56eb74ae_nohash_0.wav,up,2,56eb74ae,validacion
c:\Users\HP\Desktop\UNI\7moo SEMESTRE\SIS420 INTELIGENCIA ARTIFICIAL\SIS420 INTELIGENCIA ARTIFICIAL\EXAMEN_AUDIO\DataSet\up\10f2bb12_nohash_1.wav,up,2,10f2bb12,validacion
c:\Users\HP\Desktop\UNI\7moo SEMESTRE\SIS420 INTELIGENCIA ARTIFICIAL\SIS420 INTELIGENCIA ARTIFICIAL\EXAMEN_AUDIO\DataSet\up\e718c302_nohash_0.wav,up,2,e718c302,validacion
c:\Users\HP\Desktop\UNI\7moo SEMESTRE\SIS420 INTELIGENCIA ARTIFICIAL\SIS420 INTELIGENCIA ARTIFICIAL\EXAMEN_AUDIO\DataSet\up\f34e6f44_nohash_1.wav,up,2,f34e6f44,validacion
c:\Users\HP\Desktop\UNI\7moo SEMESTRE\SIS420 INTELIGENCIA ARTIFICIAL\SIS420 INTELIGENCIA ARTIFICIAL\EXAMEN_AUDIO\DataSet\up\a9ca1818_nohash_3.wav,up,2,a9ca1818,validacion
c:\Users\HP\Desktop\UNI\7moo SEMESTRE\SIS420 INTELIGENCIA ARTIFICIAL\SIS420 INTELIGENCIA ARTIFICIAL\EXAMEN_AUDIO\DataSet\up\b5d1e505_nohash_0.wav,up,2,b5d1e505,validacion
c:\Users\HP\Desktop\UNI\7moo SEMESTRE\SIS420 INTELIGENCIA ARTIFICIAL\SIS420 INTELIGENCIA ARTIFICIAL\EXAMEN_AUDIO\DataSet\up\ff2b842e_nohash_0.wav,up,2,ff2b842e,validacion
c:\Users\HP\Desktop\UNI\7moo SEMESTRE\SIS420 INTELIGENCIA ARTIFICIAL\SIS420 INTELIGENCIA ARTIFICIAL\EXAMEN_AUDIO\DataSet\up\8a90cf67_nohash_2.wav,up,2,8a90cf67,validacion
c:\Users\HP\Desktop\UNI\7moo SEMESTRE\SIS420 INTELIGENCIA ARTIFICIAL\SIS420 INTELIGENCIA ARTIFICIAL\EXAMEN_AUDIO\DataSet\up\fb7eb481_nohash_0.wav,up,2,fb7eb481,prueba
c:\Users\HP\Desktop\UNI\7moo SEMESTRE\SIS420 INTELIGENCIA ARTIFICIAL\SIS420 INTELIGENCIA ARTIFICIAL\EXAMEN_AUDIO\DataSet\up\44260689_nohash_0.wav,up,2,44260689,prueba
c:\Users\HP\Desktop\UNI\7moo SEMESTRE\SIS420 INTELIGENCIA ARTIFICIAL\SIS420 INTELIGENCIA ARTIFICIAL\EXAMEN_AUDIO\DataSet\up\87070229_nohash_3.wav,up,2,87070229,prueba
c:\Users\HP\Desktop\UNI\7moo SEMESTRE\SIS420 INTELIGENCIA ARTIFICIAL\SIS420 INTELIGENCIA ARTIFICIAL\EXAMEN_AUDIO\DataSet\up\2005ca25_nohash_0.wav,up,2,2005ca25,prueba
c:\Users\HP\Desktop\UNI\7moo SEMESTRE\SIS420 INTELIGENCIA ARTIFICIAL\SIS420 INTELIGENCIA ARTIFICIAL\EXAMEN_AUDIO\DataSet\up\d962e5ac_nohash_0.wav,up,2,d962e5ac,prueba
c:\Users\HP\Desktop\UNI\7moo SEMESTRE\SIS420 INTELIGENCIA ARTIFICIAL\SIS420 INTELIGENCIA ARTIFICIAL\EXAMEN_AUDIO\DataSet\up\d103dd6e_nohash_0.wav,up,2,d103dd6e,prueba
c:\Users\HP\Desktop\UNI\7moo SEMESTRE\SIS420 INTELIGENCIA ARTIFICIAL\SIS420 INTELIGENCIA ARTIFICIAL\EXAMEN_AUDIO\DataSet\up\8056e897_nohash_0.wav,up,2,8056e897,prueba
c:\Users\HP\Desktop\UNI\7moo SEMESTRE\SIS420 INTELIGENCIA ARTIFICIAL\SIS420 INTELIGENCIA ARTIFICIAL\EXAMEN_AUDIO\DataSet\up\7dc95912_nohash_0.wav,up,2,7dc95912,prueba
c:\Users\HP\Desktop\UNI\7moo SEMESTRE\SIS420 INTELIGENCIA ARTIFICIAL\SIS420 INTELIGENCIA ARTIFICIAL\EXAMEN_AUDIO\DataSet\up\f9643d42_nohash_1.wav,up,2,f9643d42,prueba
c:\Users\HP\Desktop\UNI\7moo SEMESTRE\SIS420 INTELIGENCIA ARTIFICIAL\SIS420 INTELIGENCIA ARTIFICIAL\EXAMEN_AUDIO\DataSet\up\837a0f64_nohash_1.wav,up,2,837a0f64,prueba
c:\Users\HP\Desktop\UNI\7moo SEMESTRE\SIS420 INTELIGENCIA ARTIFICIAL\SIS420 INTELIGENCIA ARTIFICIAL\EXAMEN_AUDIO\DataSet\up\f2e59fea_nohash_4.wav,up,2,f2e59fea,prueba
c:\Users\HP\Desktop\UNI\7moo SEMESTRE\SIS420 INTELIGENCIA ARTIFICIAL\SIS420 INTELIGENCIA ARTIFICIAL\EXAMEN_AUDIO\DataSet\up\42beb5eb_nohash_0.wav,up,2,42beb5eb,prueba
c:\Users\HP\Desktop\UNI\7moo SEMESTRE\SIS420 INTELIGENCIA ARTIFICIAL\SIS420 INTELIGENCIA ARTIFICIAL\EXAMEN_AUDIO\DataSet\up\893705bb_nohash_5.wav,up,2,893705bb,prueba
c:\Users\HP\Desktop\UNI\7moo SEMESTRE\SIS420 INTELIGENCIA ARTIFICIAL\SIS420 INTELIGENCIA ARTIFICIAL\EXAMEN_AUDIO\DataSet\up\caf9fceb_nohash_0.wav,up,2,caf9fceb,prueba
c:\Users\HP\Desktop\UNI\7moo SEMESTRE\SIS420 INTELIGENCIA ARTIFICIAL\SIS420 INTELIGENCIA ARTIFICIAL\EXAMEN_AUDIO\DataSet\up\2aa787cf_nohash_2.wav,up,2,2aa787cf,prueba
c:\Users\HP\Desktop\UNI\7moo SEMESTRE\SIS420 INTELIGENCIA ARTIFICIAL\SIS420 INTELIGENCIA ARTIFICIAL\EXAMEN_AUDIO\DataSet\up\692a88e6_nohash_0.wav,up,2,692a88e6,prueba
c:\Users\HP\Desktop\UNI\7moo SEMESTRE\SIS420 INTELIGENCIA ARTIFICIAL\SIS420 INTELIGENCIA ARTIFICIAL\EXAMEN_AUDIO\DataSet\up\af7a8296_nohash_0.wav,up,2,af7a8296,prueba
c:\Users\HP\Desktop\UNI\7moo SEMESTRE\SIS420 INTELIGENCIA ARTIFICIAL\SIS420 INTELIGENCIA ARTIFICIAL\EXAMEN_AUDIO\DataSet\up\43fc47a7_nohash_0.wav,up,2,43fc47a7,prueba
c:\Users\HP\Desktop\UNI\7moo SEMESTRE\SIS420 INTELIGENCIA ARTIFICIAL\SIS420 INTELIGENCIA ARTIFICIAL\EXAMEN_AUDIO\DataSet\up\0fa1e7a9_nohash_0.wav,up,2,0fa1e7a9,prueba
c:\Users\HP\Desktop\UNI\7moo SEMESTRE\SIS420 INTELIGENCIA ARTIFICIAL\SIS420 INTELIGENCIA ARTIFICIAL\EXAMEN_AUDIO\DataSet\up\b737ee80_nohash_0.wav,up,2,b737ee80,prueba
c:\Users\HP\Desktop\UNI\7moo SEMESTRE\SIS420 INTELIGENCIA ARTIFICIAL\SIS420 INTELIGENCIA ARTIFICIAL\EXAMEN_AUDIO\DataSet\up\b83c1acf_nohash_4.wav,up,2,b83c1acf,prueba
c:\Users\HP\Desktop\UNI\7moo SEMESTRE\SIS420 INTELIGENCIA ARTIFICIAL\SIS420 INTELIGENCIA ARTIFICIAL\EXAMEN_AUDIO\DataSet\up\a7216980_nohash_3.wav,up,2,a7216980,prueba
c:\Users\HP\Desktop\UNI\7moo SEMESTRE\SIS420 INTELIGENCIA ARTIFICIAL\SIS420 INTELIGENCIA ARTIFICIAL\EXAMEN_AUDIO\DataSet\up\893705bb_nohash_1.wav,up,2,893705bb,prueba
c:\Users\HP\Desktop\UNI\7moo SEMESTRE\SIS420 INTELIGENCIA ARTIFICIAL\SIS420 INTELIGENCIA ARTIFICIAL\EXAMEN_AUDIO\DataSet\up\37fc5d97_nohash_3.wav,up,2,37fc5d97,prueba
c:\Users\HP\Desktop\UNI\7moo SEMESTRE\SIS420 INTELIGENCIA ARTIFICIAL\SIS420 INTELIGENCIA ARTIFICIAL\EXAMEN_AUDIO\DataSet\up\68dd409e_nohash_1.wav,up,2,68dd409e,prueba
c:\Users\HP\Desktop\UNI\7moo SEMESTRE\SIS420 INTELIGENCIA ARTIFICIAL\SIS420 INTELIGENCIA ARTIFICIAL\EXAMEN_AUDIO\DataSet\up\893705bb_nohash_3.wav,up,2,893705bb,prueba
c:\Users\HP\Desktop\UNI\7moo SEMESTRE\SIS420 INTELIGENCIA ARTIFICIAL\SIS420 INTELIGENCIA ARTIFICIAL\EXAMEN_AUDIO\DataSet\up\692a88e6_nohash_4.wav,up,2,692a88e6,prueba
c:\Users\HP\Desktop\UNI\7moo SEMESTRE\SIS420 INTELIGENCIA ARTIFICIAL\SIS420 INTELIGENCIA ARTIFICIAL\EXAMEN_AUDIO\DataSet\up\e41a903b_nohash_2.wav,up,2,e41a903b,prueba
c:\Users\HP\Desktop\UNI\7moo SEMESTRE\SIS420 INTELIGENCIA ARTIFICIAL\SIS420 INTELIGENCIA ARTIFICIAL\EXAMEN_AUDIO\DataSet\up\dfdabe19_nohash_0.wav,up,2,dfdabe19,prueba
c:\Users\HP\Desktop\UNI\7moo SEMESTRE\SIS420 INTELIGENCIA ARTIFICIAL\SIS420 INTELIGENCIA ARTIFICIAL\EXAMEN_AUDIO\DataSet\up\aa80f517_nohash_3.wav,up,2,aa80f517,prueba
c:\Users\HP\Desktop\UNI\7moo SEMESTRE\SIS420 INTELIGENCIA ARTIFICIAL\SIS420 INTELIGENCIA ARTIFICIAL\EXAMEN_AUDIO\DataSet\up\5e3dde6b_nohash_2.wav,up,2,5e3dde6b,prueba
c:\Users\HP\Desktop\UNI\7moo SEMESTRE\SIS420 INTELIGENCIA ARTIFICIAL\SIS420 INTELIGENCIA ARTIFICIAL\EXAMEN_AUDIO\DataSet\up\a6f2fd71_nohash_2.wav,up,2,a6f2fd71,prueba
c:\Users\HP\Desktop\UNI\7moo SEMESTRE\SIS420 INTELIGENCIA ARTIFICIAL\SIS420 INTELIGENCIA ARTIFICIAL\EXAMEN_AUDIO\DataSet\up\bfd26d6b_nohash_3.wav,up,2,bfd26d6b,prueba
c:\Users\HP\Desktop\UNI\7moo SEMESTRE\SIS420 INTELIGENCIA ARTIFICIAL\SIS420 INTELIGENCIA ARTIFICIAL\EXAMEN_AUDIO\DataSet\up\4c841771_nohash_3.wav,up,2,4c841771,prueba
c:\Users\HP\Desktop\UNI\7moo SEMESTRE\SIS420 INTELIGENCIA ARTIFICIAL\SIS420 INTELIGENCIA ARTIFICIAL\EXAMEN_AUDIO\DataSet\up\fdb5155e_nohash_0.wav,up,2,fdb5155e,prueba
c:\Users\HP\Desktop\UNI\7moo SEMESTRE\SIS420 INTELIGENCIA ARTIFICIAL\SIS420 INTELIGENCIA ARTIFICIAL\EXAMEN_AUDIO\DataSet\up\44715c1c_nohash_1.wav,up,2,44715c1c,prueba
c:\Users\HP\Desktop\UNI\7moo SEMESTRE\SIS420 INTELIGENCIA ARTIFICIAL\SIS420 INTELIGENCIA ARTIFICIAL\EXAMEN_AUDIO\DataSet\up\cfde27ba_nohash_1.wav,up,2,cfde27ba,prueba
c:\Users\HP\Desktop\UNI\7moo SEMESTRE\SIS420 INTELIGENCIA ARTIFICIAL\SIS420 INTELIGENCIA ARTIFICIAL\EXAMEN_AUDIO\DataSet\up\c9b5ff26_nohash_0.wav,up,2,c9b5ff26,prueba
c:\Users\HP\Desktop\UNI\7moo SEMESTRE\SIS420 INTELIGENCIA ARTIFICIAL\SIS420 INTELIGENCIA ARTIFICIAL\EXAMEN_AUDIO\DataSet\up\c9b5ff26_nohash_3.wav,up,2,c9b5ff26,prueba
c:\Users\HP\Desktop\UNI\7moo SEMESTRE\SIS420 INTELIGENCIA ARTIFICIAL\SIS420 INTELIGENCIA ARTIFICIAL\EXAMEN_AUDIO\DataSet\up\fdb5155e_nohash_1.wav,up,2,fdb5155e,prueba
c:\Users\HP\Desktop\UNI\7moo SEMESTRE\SIS420 INTELIGENCIA ARTIFICIAL\SIS420 INTELIGENCIA ARTIFICIAL\EXAMEN_AUDIO\DataSet\up\964e8cfd_nohash_0.wav,up,2,964e8cfd,prueba
c:\Users\HP\Desktop\UNI\7moo SEMESTRE\SIS420 INTELIGENCIA ARTIFICIAL\SIS420 INTELIGENCIA ARTIFICIAL\EXAMEN_AUDIO\DataSet\up\7192fddc_nohash_0.wav,up,2,7192fddc,prueba
c:\Users\HP\Desktop\UNI\7moo SEMESTRE\SIS420 INTELIGENCIA ARTIFICIAL\SIS420 INTELIGENCIA ARTIFICIAL\EXAMEN_AUDIO\DataSet\up\48a8a69d_nohash_0.wav,up,2,48a8a69d,prueba
c:\Users\HP\Desktop\UNI\7moo SEMESTRE\SIS420 INTELIGENCIA ARTIFICIAL\SIS420 INTELIGENCIA ARTIFICIAL\EXAMEN_AUDIO\DataSet\up\43fc47a7_nohash_1.wav,up,2,43fc47a7,prueba
c:\Users\HP\Desktop\UNI\7moo SEMESTRE\SIS420 INTELIGENCIA ARTIFICIAL\SIS420 INTELIGENCIA ARTIFICIAL\EXAMEN_AUDIO\DataSet\up\24ad3ebe_nohash_0.wav,up,2,24ad3ebe,prueba
c:\Users\HP\Desktop\UNI\7moo SEMESTRE\SIS420 INTELIGENCIA ARTIFICIAL\SIS420 INTELIGENCIA ARTIFICIAL\EXAMEN_AUDIO\DataSet\up\563aa4e6_nohash_2.wav,up,2,563aa4e6,prueba
c:\Users\HP\Desktop\UNI\7moo SEMESTRE\SIS420 INTELIGENCIA ARTIFICIAL\SIS420 INTELIGENCIA ARTIFICIAL\EXAMEN_AUDIO\DataSet\up\beb458a4_nohash_3.wav,up,2,beb458a4,prueba
c:\Users\HP\Desktop\UNI\7moo SEMESTRE\SIS420 INTELIGENCIA ARTIFICIAL\SIS420 INTELIGENCIA ARTIFICIAL\EXAMEN_AUDIO\DataSet\up\44715c1c_nohash_0.wav,up,2,44715c1c,prueba
c:\Users\HP\Desktop\UNI\7moo SEMESTRE\SIS420 INTELIGENCIA ARTIFICIAL\SIS420 INTELIGENCIA ARTIFICIAL\EXAMEN_AUDIO\DataSet\up\9a7c1f83_nohash_4.wav,up,2,9a7c1f83,prueba
c:\Users\HP\Desktop\UNI\7moo SEMESTRE\SIS420 INTELIGENCIA ARTIFICIAL\SIS420 INTELIGENCIA ARTIFICIAL\EXAMEN_AUDIO\DataSet\up\f6af2457_nohash_1.wav,up,2,f6af2457,prueba
c:\Users\HP\Desktop\UNI\7moo SEMESTRE\SIS420 INTELIGENCIA ARTIFICIAL\SIS420 INTELIGENCIA ARTIFICIAL\EXAMEN_AUDIO\DataSet\up\18f8afd5_nohash_2.wav,up,2,18f8afd5,prueba
c:\Users\HP\Desktop\UNI\7moo SEMESTRE\SIS420 INTELIGENCIA ARTIFICIAL\SIS420 INTELIGENCIA ARTIFICIAL\EXAMEN_AUDIO\DataSet\up\9a69672b_nohash_0.wav,up,2,9a69672b,prueba
c:\Users\HP\Desktop\UNI\7moo SEMESTRE\SIS420 INTELIGENCIA ARTIFICIAL\SIS420 INTELIGENCIA ARTIFICIAL\EXAMEN_AUDIO\DataSet\up\d1bf406b_nohash_1.wav,up,2,d1bf406b,prueba
c:\Users\HP\Desktop\UNI\7moo SEMESTRE\SIS420 INTELIGENCIA ARTIFICIAL\SIS420 INTELIGENCIA ARTIFICIAL\EXAMEN_AUDIO\DataSet\up\03401e93_nohash_0.wav,up,2,03401e93,prueba
c:\Users\HP\Desktop\UNI\7moo SEMESTRE\SIS420 INTELIGENCIA ARTIFICIAL\SIS420 INTELIGENCIA ARTIFICIAL\EXAMEN_AUDIO\DataSet\up\1acc97de_nohash_1.wav,up,2,1acc97de,prueba
c:\Users\HP\Desktop\UNI\7moo SEMESTRE\SIS420 INTELIGENCIA ARTIFICIAL\SIS420 INTELIGENCIA ARTIFICIAL\EXAMEN_AUDIO\DataSet\up\b49caed3_nohash_0.wav,up,2,b49caed3,prueba
c:\Users\HP\Desktop\UNI\7moo SEMESTRE\SIS420 INTELIGENCIA ARTIFICIAL\SIS420 INTELIGENCIA ARTIFICIAL\EXAMEN_AUDIO\DataSet\up\b83c1acf_nohash_3.wav,up,2,b83c1acf,prueba
c:\Users\HP\Desktop\UNI\7moo SEMESTRE\SIS420 INTELIGENCIA ARTIFICIAL\SIS420 INTELIGENCIA ARTIFICIAL\EXAMEN_AUDIO\DataSet\up\3b4f8f24_nohash_0.wav,up,2,3b4f8f24,prueba
c:\Users\HP\Desktop\UNI\7moo SEMESTRE\SIS420 INTELIGENCIA ARTIFICIAL\SIS420 INTELIGENCIA ARTIFICIAL\EXAMEN_AUDIO\DataSet\up\cfbedff9_nohash_0.wav,up,2,cfbedff9,prueba
c:\Users\HP\Desktop\UNI\7moo SEMESTRE\SIS420 INTELIGENCIA ARTIFICIAL\SIS420 INTELIGENCIA ARTIFICIAL\EXAMEN_AUDIO\DataSet\up\4c6167ca_nohash_2.wav,up,2,4c6167ca,prueba
c:\Users\HP\Desktop\UNI\7moo SEMESTRE\SIS420 INTELIGENCIA ARTIFICIAL\SIS420 INTELIGENCIA ARTIFICIAL\EXAMEN_AUDIO\DataSet\up\9d4bab4f_nohash_0.wav,up,2,9d4bab4f,prueba
c:\Users\HP\Desktop\UNI\7moo SEMESTRE\SIS420 INTELIGENCIA ARTIFICIAL\SIS420 INTELIGENCIA ARTIFICIAL\EXAMEN_AUDIO\DataSet\up\db24628d_nohash_2.wav,up,2,db24628d,prueba
